Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
74,976,Wes Case,UNLIMITED - RWD,1:49.308,M3
75,726,Jacob Abbott,CLUB TR - AWD,1:49.583,Impreza
76,440,Taylor Steck,STREET - RWD,1:50.873,350z
77,129,Matt Williams,SUNDAE CUP - FWD,1:51.550,Fit
78,221,Joseph King,TRACK MOD - FWD,1:51.597,Festiva
79,395,Michael Smith,SUNDAE CUP - FWD,1:52.369,Fit
80,411,Hard Times Racing,SUNDAE CUP - FWD,1:53.706,Fit
81,926,James Morgan,SUNDAE CUP - FWD,1:53.897,Fit
82,267,Tony Mester,SUNDAE CUP - FWD,1:54.601,2
83,809,Daniel Malloy,SUNDAE CUP - FWD,1:55.607,2
84,254,Dusty Michael,SUNDAE CUP - FWD,1:58.242,Fit
85,716,Mike Mills,SUNDAE CUP - FWD,1:58.534,Fiesta
86,771,Aric Streeter,CLUB TR - RWD,2:00.019,Elise
87,969,Peter Lindberg,SUNDAE CUP - FWD,2:00.053,FIT
88,925,Team Sumlin,SUNDAE CUP - FWD,2:01.331,2
89,776,Dallas Reed,UNLIMITED - RWD,,RX-8
