Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
48,79,Nicholas Kohrs,STREET MOD - FWD,1:42.704,Civic Si
49,531,Evan Weider,CLUB TR - FWD,1:42.986,Civic
50,14,Kal Fortner,STREET MOD - AWD,1:43.516,S4
51,321,Teagan Thostenson,STREET - AWD,1:44.096,STi
52,610,Fez Babar,CLUB TR - RWD,1:44.696,FRS
53,514,Evan Mclaren,CLUB TR - FWD,1:45.614,Integra
54,31,Bart Goldenbald,TRACK MOD - RWD,1:45.683,Miata
55,655,Allen Ma,STREET - RWD,1:45.893,RX-7
56,270,Max Rooney,CLUB TR - FWD,1:46.151,Civic Si
57,234,Brad Riemann,STREET - AWD,1:46.420,Focus RS
58,424,Michael Norman,STREET - AWD,1:48.339,STI Hatchback
59,736,Cody Smith,STREET MOD - RWD,1:48.541,Cutlass
60,105,Chris Smith,STREET MOD - RWD,1:48.703,135
61,124,PhD Racing V-Lobster,STREET - FWD,1:48.747,Veloster N
62,373,Ivan Onofriiciuc,STREET MOD - RWD,1:49.052,370z
63,442,Logan Geyer,CLUB TR - RWD,1:49.246,BRZ
64,700,Tom Halka,STREET - AWD,1:49.277,2.5 RS
65,230,Lester Epps,CLUB TR - FWD,1:50.306,Celica
66,726,Jacob Abbott,CLUB TR - AWD,1:51.272,Impreza
67,238,Garrett Gloceri,CLUB TR - RWD,1:51.946,RX-8
68,58,Benny Buljko,STREET - RWD,1:51.947,370Z
69,440,Taylor Steck,STREET - RWD,1:52.029,350z
70,142,Juan Johnson,CLUB TR - RWD,1:52.589,S2000
71,224,Charlie Whitney,UNLIMITED - FWD,1:53.845,Festiva
72,68,Daniel Montanez,CLUB TR - RWD,1:54.750,BRZ
73,139,Kevin Head,SUNDAE CUP - FWD,1:54.885,Fit
74,411,Hard Times Racing,SUNDAE CUP - FWD,1:55.532,Fit
75,888,Sammy So,TRACK MOD - AWD,1:55.536,WRX
76,47,Nicholas Lucchesi,STREET - FWD,1:57.566,Civic
77,595,Dustin Williams,SUNDAE CUP - FWD,1:57.608,Civic
78,926,James Morgan,SUNDAE CUP - FWD,1:58.092,Fit
79,600,Dalton Klein,SUNDAE CUP - FWD,1:58.246,Fit
80,716,Mike Mills,SUNDAE CUP - FWD,1:58.293,Fiesta
81,969,Peter Lindberg,SUNDAE CUP - FWD,1:59.286,FIT
82,109,Dana Basinski,CLUB TR - RWD,,Brz
83,557,Patrick Daugherty,STREET - FWD,,CIVIC TYPE R
84,605,Ted Vartabedian,TRACK MOD - RWD,,911 GT3 RS
