Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
67,395,Michael Smith,SUNDAE CUP - FWD,1:05.097,FIT
68,130,James Smith,SUNDAE CUP - FWD,1:05.140,FIT
69,996,Michael Hidalgo,CLUB TR - RWD,1:05.278,850
70,202,Rebekah Cohen,STREET MOD - FWD,1:05.712,CIVIC TYPE R
71,545,Danny Kruger,SUNDAE CUP - FWD,1:06.840,FIT
72,427,Daley Pagano,STREET - AWD,1:06.921,IMPREZA
73,352,Mark Bucheit,STREET - FWD,1:07.274,CIVIC
74,909,Robertson Racing Mooncake,SUNDAE CUP - FWD,1:07.898,2
75,400,Logan Manning,SUNDAE CUP - FWD,1:08.660,FIT
76,509,Kevin Wendt,CLUB TR - FWD,1:08.913,CR-X
77,823,Junar Gwinn,SUNDAE CUP - FWD,1:08.982,CR-Z
78,505,Isaac Rodriguez,SUNDAE CUP - FWD,1:11.154,2
79,181,Heretics TimeAttack,SUNDAE CUP - FWD,1:11.952,PROTEGE
80,756,Mini Cupper,SUNDAE CUP - FWD,1:13.957,COOPER
81,21,Devin Herndon,STREET - FWD,,GLA
82,33,Chris Boersma,TRACK MOD - FWD,,CIVIC
