TrackBattle Heat 5 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
72,302,Adam Cook,TRACK MOD - RWD,1:53.226,MARK VIII
73,216,Nickolas Berg,CLUB SC - FWD,1:53.529,CIVIC
74,370,Sam Deuling,CLUB SC - FWD,1:53.691,FIT
75,122,Jason Davidson,CLUB SC - FWD,1:55.033,FIT
76,95,Alex Gomez,CLUB SC - FWD,1:57.777,FIT
77,343,Matthew Reinhart,CLUB SC - FWD,1:58.477,FIT
78,117,Daniel Glasgow,CLUB SC - FWD,2:01.600,FIT
79,67,Jonathan Denk,STREET MOD - FWD,10:36.845,CIVIC
80,44,Joel Phillips,STREET GT - RWD,,911
81,287x,Luis Rodriguez,CLUB TR - RWD,,86
Penalty Car 716: Improper Full Course Yellow Procedure - Lap 3 invalidated.,,,,,
Penalty Car 29: Improper Full Course Yellow Procedure - Lap 1 invalidated.,,,,,
Penalty Car 51: Improper Full Course Yellow Procedure - Lap 1 invalidated.,,,,,
Penalty Car 14: Improper Full Course Yellow Procedure - Lap 1 invalidated.,,,,,
Penalty Car 212: Improper Full Course Yellow Procedure - Lap 1 invalidated.,,,,,
"Penalty Car 44: Impound Violation, Technical Compliance for Class - Heat 1 - 5 Times Invalidated",,,,,
"Penalty Car 287x: Change of Registration, Class and Car - Heat 1 - 5 Times Invalidated",,,,,
"Penalty Car 470: Impound Violation, Technical Compliance for Class - Heat 1 - 7 Times Invalidated",,,,,
,,,,,Official Results Published 16:15 6/07/25
