TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
81,126,Jacob Abbott,SUNDAE CUP - FWD,1:49.105,FIT
82,134,David Best,SUNDAE CUP - FWD,1:49.266,FIT
83,412,Austin Obrien,SUNDAE CUP - FWD,1:49.650,FIT
84,636,Noah Masse,SUNDAE CUP - FWD,1:50.035,FIT
85,1,Chris Wolf,CLUB TR - FWD,1:51.181,PRELUDE
86,248,Nathan Schlawin,SUNDAE CUP - FWD,1:51.554,FIT
87,433,Robert Miller,SUNDAE CUP - FWD,1:52.579,RIO
88,184,Trip Walker,SUNDAE CUP - FWD,1:53.014,FIT
89,357,Team TrackBeers,SUNDAE CUP - FWD,1:53.027,FIT
90,707,Piotr Boczek,SUNDAE CUP - FWD,1:53.780,FIT
91,175,Adam Morgan,SUNDAE CUP - FWD,1:56.042,FIT
92,27,Brad Perkins,TRACK MOD - RWD,,M3
