TrackBattle Heat 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
44,410,Foster Johnson,CLUB TR - RWD,1:38.504,S2000
45,470,Eddy Segal,STREET - FWD,1:38.544,CIVIC TYPE R
46,319,Chris Schuster,CLUB TR - RWD,1:38.693,GR86
47,230,Daniel Persing,CLUB TR - RWD,1:38.767,BRZ
48,404,David Bamforth,TRACK MOD - RWD,1:38.969,CAYMAN
49,518,Michael Budai,CLUB TR - FWD,1:39.147,CIVIC
50,38,Aaron Rekkedahl,STREET - FWD,1:39.152,CIVIC TYPE R
51,40,Ben Bulthuis,STREET GT - RWD,1:39.215,GR SUPRA
52,504,Kameron Newman,STREET MOD - RWD,1:39.269,BRZ
53,517,Tim Lutz,STREET MOD - RWD,1:39.329,CORVETTE
54,69,Cody Umbaugh,STREET - FWD,1:39.347,CIVIC
55,622,Jake Rawson,CLUB TR - RWD,1:39.396,3 SERIES
56,48,Jeremy Hensley,STREET - AWD,1:39.425,IMPREZA
57,949,Evin Degirmencioglu,STREET GT - RWD,1:39.534,MUSTANG
58,317,Timothy Turner,STREET MOD - RWD,1:39.615,M3
59,177,Brad Angevaare,TRACK MOD - RWD,1:39.908,MX-5 MIATA
60,56,Nicholas Alpin,STREET GT - RWD,1:40.080,CORVETTE
61,204,Christopher Heideman,CLUB TR - RWD,1:40.098,S2000
62,350,Julio Crispin,TRACK MOD - RWD,1:40.251,350Z
63,80,Chris Nahill,STREET - FWD,1:40.457,CIVIC
64,771,Rico Valdez,STREET GT - RWD,1:41.059,CORVETTE
65,442,Logan Geyer,CLUB TR - RWD,1:41.419,BRZ
66,515,Jared Garcia,CLUB TR - RWD,1:41.612,S2000
67,25,Christopher Quashnie,STREET - FWD,1:41.759,CIVIC
68,120,Will Evans,STREET MOD - FWD,1:41.774,CIVIC TYPE R
69,241,Dariush Lotfi,CLUB TR - RWD,1:41.835,MX-5 MIATA
70,238,Garrett Gloceri,CLUB TR - RWD,1:41.950,RX-8
71,432,Connor Omara,CLUB TR - AWD,1:42.028,R32
72,706,Troy Delahoussaye,STREET MOD - RWD,1:42.148,MX-5 MIATA
73,920,Aaron Byram,CLUB TR - RWD,1:42.494,M3
74,76,Ethan Brown,STREET MOD - FWD,1:42.779,GOLF GTI
75,46,Nehru Cheddie,STREET - RWD,1:43.376,M3
76,218,Jason Mulderig,CLUB TR - RWD,1:43.396,S2000
77,71,Kevin Horn,CLUB TR - RWD,1:43.521,FR-S
78,262,Noah Janke,CLUB TR - RWD,1:43.678,MR2
79,7,Thomas Halka,STREET - AWD,1:43.831,IMPREZA
80,75,Jerome Cahuzac,STREET GT - RWD,1:44.249,M2
81,240,Eric Knerr,CLUB TR - FWD,1:44.366,CIVIC
82,624,Marketti-Morales Nolan,STREET - AWD,1:44.790,IMPREZA
83,598,Cory Gordinier,STREET MOD - RWD,1:44.999,MX-5 MIATA
84,521,Juniper Zarder,STREET MOD - RWD,1:45.017,Z
85,869,Cheddar O'Brien,SUPER UNLIMITED - RWD,1:45.480,SR3
86,915,Dylan Rodgers,CLUB TR - RWD,1:45.682,MX-5 MIATA
87,387,Clay Coughlin,SUPER UNLIMITED - RWD,1:46.605,CARDINAL
88,198,Bruce Yhun,CLUB TR - FWD,1:47.255,CR-Z
89,823,Dave Laps,STREET - FWD,1:48.816,COBALT
90,116,Lennon Radcliffe,CLUB SC - FWD,1:49.181,COROLLA
91,156,Mike Janssen,CLUB SC - FWD,1:49.363,CIVIC
92,134,David Best,CLUB SC - FWD,1:49.521,FIT
93,357,Luis Rodriguez,CLUB SC - FWD,1:49.576,FIT
94,412,Austin Obrien,CLUB SC - FWD,1:49.685,FIT
95,130,James Smith,CLUB SC - FWD,1:49.747,FIT
96,144,Ryan Mukherjee,CLUB SC - FWD,1:49.932,FIT
97,370,Sam Deuling,CLUB SC - FWD,1:50.145,FIT
98,276,Tj Ball,TRACK MOD - RWD,1:50.437,3 SERIES
99,97,Mark Matyac,STREET GT - RWD,1:50.835,3 SERIES
100,377,Jack Coughlin,CLUB SC - FWD,1:50.915,COUPE
101,95,Alex Gomez,CLUB SC - FWD,1:55.718,FIT
102,55,Paul Darling,SUPER UNLIMITED - RWD,,M3
103,115,Wesley Penn,UNLIMITED - RWD,,CORVETTE
104,2,Connor Gallagher,STREET GT - AWD,,GT-R
Penalty Car 773: Improper Black Flag Procedure - Lap 3 invalidated.,,,,,
Penalty Car 66: Improper Black Flag Procedure - Lap 3 invalidated.,,,,,
Penalty Car 511: Improper Black Flag Procedure - Lap 4 invalidated.,,,,,
Penalty Car 514: Improper Black Flag Procedure - Lap 6 invalidated.,,,,,
Penalty Car 93: Improper Black Flag Procedure - Lap 6 invalidated.,,,,,
Penalty Car 66: Improper Black Flag Procedure - Lap 6 invalidated.,,,,,
,,,,,Official Results Published - 6/26/25 15:00
