TrackBattle Heat 4 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
46,706,Troy Delahoussaye,STREET MOD - RWD,1:48.731,MX-5 MIATA
47,262,Noah Janke,CLUB TR - RWD,1:49.613,MR2
48,949,Evin Degirmencioglu,STREET GT - RWD,1:50.398,MUSTANG
49,23,King Thao,CLUB TR - FWD,1:51.161,CIVIC
50,2,Connor Gallagher,STREET GT - AWD,1:52.927,GT-R
51,46,Nehru Cheddie,STREET - RWD,1:53.529,M3
52,73,Jeremy Salenius,STREET MOD - RWD,1:54.003,CORVETTE
53,335,Christopher Bickford,STREET - FWD,1:55.192,INTEGRA
54,521,Juniper Zarder,STREET MOD - RWD,1:55.722,Z
55,771,Rico Valdez,STREET GT - RWD,1:55.819,CORVETTE
56,869,Cheddar O'Brien,SUPER UNLIMITED - RWD,1:56.366,SR3
57,144,Ryan Mukherjee,CLUB SC - FWD,1:56.617,FIT
58,134,David Best,CLUB SC - FWD,1:56.707,FIT
59,823,Dave Laps,STREET - FWD,1:57.954,COBALT
60,412,Austin Obrien,CLUB SC - FWD,1:58.869,FIT
61,198,Bruce Yhun,CLUB TR - FWD,2:00.146,CR-Z
62,80,Chris Nahill,STREET - FWD,2:00.303,CIVIC
63,131,Lisa Keyes,SUPER UNLIMITED - FWD,2:01.524,CIVIC
64,97,Mark Matyac,STREET GT - RWD,2:01.674,3 SERIES
65,357,Luis Rodriguez,CLUB SC - FWD,2:02.035,FIT
66,614,Mark Riehle,CLUB TR - FWD,2:02.066,COOPER
67,7,Thomas Halka,STREET - AWD,2:02.429,IMPREZA
68,377,Jack Coughlin,CLUB SC - FWD,2:04.556,COUPE
69,276,Tj Ball,TRACK MOD - RWD,2:04.743,3 SERIES
70,445,Justin Peachey,TRACK MOD - RWD,2:06.262,CORVETTE
71,91,Chris Rice,CLUB SC - FWD,2:08.539,FIT
72,687,Jackie Ding,TRACK MOD - RWD,2:09.188,M2
73,95,Alex Gomez,CLUB SC - FWD,2:09.443,FIT
74,240,Eric Knerr,CLUB TR - FWD,2:10.918,CIVIC
75,370,Sam Deuling,CLUB SC - FWD,2:18.296,FIT
76,75,Jerome Cahuzac,STREET GT - RWD,2:24.657,M2
77,387,Clay Coughlin,SUPER UNLIMITED - RWD,,CARDINAL
78,70,Dewey Dewitt,STREET MOD - AWD,,IMPREZA
79,29,Kyle Mckiou,STREET MOD - RWD,,GR SUPRA
80,51,Jon Roed,STREET MOD - RWD,,MX-5 MIATA
,,,,,Official Results Published - 6/28/25 11:40
