TrackBattle Heat 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
57,7,Thomas Halka,STREET - AWD,1:49.566,IMPREZA
58,91,Chris Rice,CLUB SC - FWD,1:50.795,FIT
59,370,Sam Deuling,CLUB SC - FWD,1:51.686,FIT
60,130,James Smith,CLUB SC - FWD,1:51.949,FIT
61,156,Mike Janssen,CLUB SC - FWD,1:51.985,CIVIC
62,144,Ryan Mukherjee,CLUB SC - FWD,1:52.015,FIT
63,116,Lennon Radcliffe,CLUB SC - FWD,1:52.062,COROLLA
64,216,Nickolas Berg,CLUB SC - FWD,1:53.422,FIT
65,184,Trip Walker,CLUB SC - FWD,2:00.424,FIT
66,117,Daniel Glasgow,CLUB SC - FWD,2:03.266,FIT
67,94,Mike Bryant,CLUB TR - RWD,,MX-5 MIATA
68,40,Ben Bulthuis,STREET GT - RWD,,GR SUPRA
69,404,David Bamforth,TRACK MOD - RWD,,CAYMAN
70,194,Mike Callaway,STREET - AWD,,IMPREZA
71,204,Christopher Heideman,CLUB TR - RWD,,S2000
72,35,Jason Guzman,TRACK MOD - AWD,,GT-R
73,961,John Veloso,SUPER UNLIMITED - RWD,,NSX
74,333,Tony Barber,TRACK MOD - RWD,,350Z
75,949,Evin Degirmencioglu,STREET GT - RWD,,MUSTANG
76,9,Matthew Bowers,STREET GT - RWD,,CORVETTE
Official Results published - 5/9/25 18:05,,,,,
"Penalty - Car 404, Running Checkered Flag, Heat 2 times Invalidated. - 5/9/25 18:05",,,,,
"Penalty - Car 961, Not slowing for full course yellow, Heat 2 times Invalidated. - 5/9/25 18:05",,,,,
"Penalty - Car 204, Not slowing for full course yellow, Heat 2 times Invalidated. - 5/9/25 18:05",,,,,
"Penalty - Car 194, Not slowing for full course yellow, Heat 2 times Invalidated. - 5/9/25 18:05",,,,,
"Penalty - Car 94, Not slowing for full course yellow, Heat 2 times Invalidated. - 5/9/25 18:05                        ",,,,,
"Penalty - Car 40, Not slowing for full course yellow, Heat 2 times Invalidated. - 5/9/25 18:05",,,,,
"Penalty - Car 35, Not slowing for full course yellow, Heat 2 times Invalidated. - 5/9/25 18:05                  ",,,,,
